n_robots,mode,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
16,continuous,robot8-sidecar,88,7.18,74.09,0.0,0.477,1.323,1.069
16,continuous,robot8-sidecar,89,4.05,74.29,0.0,0.477,1.331,1.071
16,continuous,robot8-sidecar,90,4.38,74.57,0.0,0.484,1.339,1.074
16,continuous,robot8-sidecar,91,4.29,74.87,0.0,0.484,1.346,1.076
16,continuous,robot8-sidecar,92,4.23,75.35,0.0,0.492,1.352,1.078
16,continuous,robot8-sidecar,93,4.55,75.59,0.0,0.492,1.358,1.08
16,continuous,robot8-sidecar,94,4.47,76.01,0.0,0.5,1.367,1.083
16,continuous,robot8-sidecar,95,5.56,76.29,0.0,0.5,1.372,1.085
16,continuous,robot8-sidecar,96,4.22,76.73,0.0,0.508,1.379,1.088
16,continuous,robot8-sidecar,97,4.55,77.03,0.0,0.508,1.386,1.09
16,continuous,robot8-sidecar,98,4.96,77.44,0.0,0.516,1.393,1.093
16,continuous,robot8-sidecar,99,4.16,77.82,0.0,0.516,1.399,1.095
16,continuous,robot8-sidecar,100,5.33,78.34,0.0,0.523,1.407,1.097
16,continuous,robot8-sidecar,101,4.75,78.6,0.0,0.523,1.412,1.099
16,continuous,robot8-sidecar,102,4.72,78.89,0.0,0.531,1.421,1.102
16,continuous,robot8-sidecar,103,15.56,79.71,0.0,0.531,1.437,1.122
16,continuous,robot8-sidecar,104,10.67,43.22,0.0,0.539,1.467,1.158
16,continuous,robot8-sidecar,105,8.26,43.22,0.0,0.539,1.493,1.184
16,continuous,robot8-sidecar,106,11.54,47.04,0.0,0.562,1.53,1.228
16,continuous,robot8-sidecar,107,8.71,50.48,0.0,0.562,1.554,1.254
16,continuous,robot8-sidecar,108,7.12,41.46,0.0,0.586,1.571,1.263
16,continuous,robot8-sidecar,110,4.29,41.58,0.0,0.586,1.58,1.265
16,continuous,robot8-sidecar,111,4.01,41.8,0.0,0.594,1.587,1.267
16,continuous,robot8-sidecar,112,4.34,41.71,0.0,0.594,1.594,1.269
16,continuous,robot8-sidecar,113,4.39,41.73,0.0,0.602,1.601,1.272
16,continuous,robot8-sidecar,114,4.52,41.71,0.0,0.602,1.606,1.274
16,continuous,robot8-sidecar,115,4.14,41.72,0.0,0.609,1.615,1.277
16,continuous,robot8-sidecar,116,4.18,41.73,0.0,0.609,1.621,1.279
16,continuous,robot8-sidecar,117,4.91,41.85,0.0,0.617,1.627,1.281
16,continuous,robot8-sidecar,118,4.06,41.73,0.0,0.617,1.635,1.283
16,continuous,robot8-sidecar,119,4.09,41.73,0.0,0.625,1.642,1.286
16,continuous,robot8-sidecar,120,4.15,41.73,0.0,0.641,1.645,1.288
16,continuous,robot8-sidecar,121,4.31,41.73,0.0,0.641,1.648,1.288
16,continuous,robot8-sidecar,122,3.77,41.73,0.0,0.641,1.648,1.288
16,continuous,robot9-sidecar,0,7.04,63.57,0.0,0.031,0.186,0.14
16,continuous,robot9-sidecar,1,4.4,63.89,0.0,0.031,0.21,0.164
16,continuous,robot9-sidecar,2,5.46,63.69,0.0,0.043,0.243,0.201
16,continuous,robot9-sidecar,3,4.34,63.85,0.0,0.043,0.265,0.225
16,continuous,robot9-sidecar,4,4.96,65.88,0.0,0.047,0.292,0.253
16,continuous,robot9-sidecar,5,6.9,41.19,0.0,0.047,0.317,0.279
16,continuous,robot9-sidecar,6,3.82,40.84,0.0,0.055,0.335,0.295
16,continuous,robot9-sidecar,7,2.48,40.83,0.0,0.055,0.342,0.297
16,continuous,robot9-sidecar,8,3.35,41.11,0.0,0.059,0.351,0.3
16,continuous,robot9-sidecar,9,2.39,40.96,0.0,0.059,0.356,0.302
16,continuous,robot9-sidecar,10,2.54,40.86,0.0,0.062,0.364,0.304
16,continuous,robot9-sidecar,11,2.87,40.98,0.0,0.062,0.37,0.306
16,continuous,robot9-sidecar,12,2.57,40.92,0.0,0.066,0.377,0.309
16,continuous,robot9-sidecar,13,2.59,40.87,0.0,0.066,0.384,0.311
16,continuous,robot9-sidecar,14,2.59,41.19,0.0,0.07,0.391,0.314
16,continuous,robot9-sidecar,15,2.41,40.86,0.0,0.07,0.396,0.316
16,continuous,robot9-sidecar,16,2.47,40.88,0.0,0.074,0.404,0.318
16,continuous,robot9-sidecar,17,3.34,41.0,0.0,0.074,0.411,0.32
16,continuous,robot9-sidecar,18,3.58,40.99,0.0,0.078,0.417,0.323
16,continuous,robot9-sidecar,19,2.47,41.04,0.0,0.078,0.425,0.325
16,continuous,robot9-sidecar,20,9.78,53.25,0.0,0.086,0.446,0.35
16,continuous,robot9-sidecar,21,5.76,53.21,0.0,0.086,0.468,0.375
16,continuous,robot9-sidecar,22,5.77,53.23,0.0,0.094,0.498,0.407
16,continuous,robot9-sidecar,23,4.96,53.26,0.0,0.094,0.522,0.433
16,continuous,robot9-sidecar,24,3.63,53.26,0.0,0.102,0.542,0.451
16,continuous,robot9-sidecar,26,2.62,53.27,0.0,0.102,0.553,0.453
16,continuous,robot9-sidecar,27,3.37,53.57,0.0,0.105,0.563,0.455
16,continuous,robot9-sidecar,28,2.51,53.36,0.0,0.105,0.57,0.457
16,continuous,robot9-sidecar,29,2.56,53.54,0.0,0.109,0.579,0.46
16,continuous,robot9-sidecar,30,2.57,53.93,0.0,0.113,0.585,0.462
16,continuous,robot9-sidecar,31,3.9,54.49,0.0,0.113,0.591,0.465
16,continuous,robot9-sidecar,32,3.06,54.7,0.0,0.117,0.599,0.467
16,continuous,robot9-sidecar,33,4.6,54.96,0.0,0.117,0.605,0.469
16,continuous,robot9-sidecar,34,2.54,55.24,0.0,0.121,0.611,0.471
16,continuous,robot9-sidecar,35,2.64,55.68,0.0,0.121,0.62,0.474
16,continuous,robot9-sidecar,36,3.53,55.96,0.0,0.125,0.625,0.476
16,continuous,robot9-sidecar,37,2.59,56.45,0.0,0.125,0.631,0.479
16,continuous,robot9-sidecar,38,2.47,56.71,0.0,0.129,0.639,0.481
16,continuous,robot9-sidecar,39,2.63,57.21,0.0,0.129,0.646,0.483
16,continuous,robot9-sidecar,40,2.52,57.46,0.0,0.133,0.651,0.485
16,continuous,robot9-sidecar,41,8.55,71.91,0.0,0.137,0.681,0.523
16,continuous,robot9-sidecar,42,5.65,71.99,0.0,0.141,0.714,0.568
16,continuous,robot9-sidecar,43,4.75,71.98,0.0,0.141,0.736,0.592
16,continuous,robot9-sidecar,44,6.99,71.98,0.0,0.156,0.776,0.637
16,continuous,robot9-sidecar,45,4.4,72.09,0.0,0.156,0.799,0.662
16,continuous,robot9-sidecar,46,5.37,72.22,0.0,0.168,0.821,0.683
16,continuous,robot9-sidecar,47,2.55,72.03,0.0,0.168,0.832,0.685
16,continuous,robot9-sidecar,48,2.47,72.14,0.0,0.172,0.841,0.688
16,continuous,robot9-sidecar,49,2.42,72.03,0.0,0.172,0.846,0.69
16,continuous,robot9-sidecar,50,2.61,72.02,0.0,0.176,0.855,0.692
16,continuous,robot9-sidecar,51,3.65,72.04,0.0,0.176,0.86,0.694
16,continuous,robot9-sidecar,52,2.6,72.0,0.0,0.18,0.868,0.697
16,continuous,robot9-sidecar,53,2.48,72.07,0.0,0.18,0.875,0.699
16,continuous,robot9-sidecar,54,2.58,72.03,0.0,0.184,0.881,0.702
16,continuous,robot9-sidecar,55,2.47,72.15,0.0,0.184,0.887,0.704
16,continuous,robot9-sidecar,56,2.46,72.02,0.0,0.188,0.895,0.707
16,continuous,robot9-sidecar,57,2.41,72.04,0.0,0.188,0.901,0.708
16,continuous,robot9-sidecar,58,2.46,72.27,0.0,0.191,0.908,0.711
16,continuous,robot9-sidecar,59,2.43,72.05,0.0,0.191,0.915,0.713
16,continuous,robot9-sidecar,60,3.52,72.1,0.0,0.195,0.922,0.716
16,continuous,robot9-sidecar,61,8.51,43.51,0.0,0.199,0.945,0.747
16,continuous,robot9-sidecar,62,5.26,43.34,0.0,0.203,0.976,0.784
16,continuous,robot9-sidecar,63,4.7,43.68,0.0,0.203,1.0,0.811
16,continuous,robot9-sidecar,64,6.15,48.42,0.0,0.207,1.037,0.851
16,continuous,robot9-sidecar,65,5.37,41.69,0.0,0.207,1.062,0.878
16,continuous,robot9-sidecar,66,3.77,42.16,0.0,0.219,1.078,0.889
16,continuous,robot9-sidecar,67,2.58,42.03,0.0,0.219,1.089,0.891
16,continuous,robot9-sidecar,68,2.53,42.04,0.0,0.223,1.097,0.894
16,continuous,robot9-sidecar,69,2.54,41.91,0.0,0.223,1.102,0.896
16,continuous,robot9-sidecar,70,2.59,42.02,0.0,0.227,1.111,0.899
16,continuous,robot9-sidecar,71,3.68,41.91,0.0,0.227,1.116,0.901
16,continuous,robot9-sidecar,72,2.51,41.91,0.0,0.23,1.123,0.904
16,continuous,robot9-sidecar,73,2.9,41.9,0.0,0.23,1.131,0.905
16,continuous,robot9-sidecar,75,2.52,41.91,0.0,0.234,1.137,0.908
16,continuous,robot9-sidecar,76,2.45,42.03,0.0,0.234,1.142,0.91
16,continuous,robot9-sidecar,77,2.58,41.99,0.0,0.238,1.151,0.913
16,continuous,robot9-sidecar,78,2.39,42.07,0.0,0.238,1.157,0.915
16,continuous,robot9-sidecar,79,2.45,42.04,0.0,0.242,1.163,0.918
16,continuous,robot9-sidecar,80,2.45,41.92,0.0,0.242,1.171,0.92
16,continuous,robot9-sidecar,81,2.44,41.91,0.0,0.246,1.178,0.922
16,continuous,robot9-sidecar,82,7.73,53.63,0.0,0.25,1.198,0.951
16,continuous,robot9-sidecar,83,4.95,53.62,0.0,0.254,1.225,0.977
16,continuous,robot9-sidecar,84,4.73,54.1,0.0,0.254,1.248,1.004
16,continuous,robot9-sidecar,85,4.84,53.84,0.0,0.258,1.279,1.039
16,continuous,robot9-sidecar,86,4.57,54.32,0.0,0.266,1.305,1.064
16,continuous,robot9-sidecar,87,3.05,55.81,0.0,0.277,1.321,1.076
16,continuous,robot9-sidecar,88,2.69,56.12,0.0,0.281,1.331,1.078
16,continuous,robot9-sidecar,89,2.55,56.57,0.0,0.281,1.341,1.08
16,continuous,robot9-sidecar,90,2.6,56.9,0.0,0.285,1.349,1.083
16,continuous,robot9-sidecar,91,3.75,57.12,0.0,0.285,1.354,1.085
16,continuous,robot9-sidecar,92,3.77,57.53,0.0,0.289,1.363,1.088
16,continuous,robot9-sidecar,93,2.46,57.83,0.0,0.289,1.368,1.09
16,continuous,robot9-sidecar,94,2.57,58.46,0.0,0.293,1.375,1.093
16,continuous,robot9-sidecar,95,2.53,58.52,0.0,0.293,1.383,1.094
16,continuous,robot9-sidecar,96,2.6,58.92,0.0,0.297,1.389,1.097
16,continuous,robot9-sidecar,97,2.46,59.25,0.0,0.297,1.394,1.099
16,continuous,robot9-sidecar,98,3.03,59.83,0.0,0.301,1.403,1.102
16,continuous,robot9-sidecar,99,2.53,59.98,0.0,0.301,1.409,1.104
16,continuous,robot9-sidecar,100,2.53,60.42,0.0,0.305,1.415,1.107
16,continuous,robot9-sidecar,101,2.54,60.71,0.0,0.305,1.424,1.109
16,continuous,robot9-sidecar,102,7.69,75.34,0.0,0.309,1.442,1.132
16,continuous,robot9-sidecar,103,5.91,75.58,0.0,0.312,1.476,1.181
16,continuous,robot9-sidecar,104,5.21,75.43,0.0,0.316,1.509,1.222
16,continuous,robot9-sidecar,105,4.93,75.43,0.0,0.316,1.535,1.25
16,continuous,robot9-sidecar,106,5.62,75.5,0.0,0.328,1.571,1.293
16,continuous,robot9-sidecar,107,4.65,76.43,0.0,0.328,1.597,1.319
16,continuous,robot9-sidecar,108,3.83,78.27,0.0,0.34,1.615,1.334
16,continuous,robot9-sidecar,109,2.51,78.72,0.0,0.34,1.625,1.335
16,continuous,robot9-sidecar,110,3.02,78.82,0.0,0.344,1.634,1.338
16,continuous,robot9-sidecar,111,2.57,79.17,0.0,0.344,1.639,1.34
16,continuous,robot9-sidecar,112,2.74,79.59,0.0,0.348,1.647,1.343
16,continuous,robot9-sidecar,113,2.53,79.94,0.0,0.348,1.655,1.345
16,continuous,robot9-sidecar,114,3.05,65.96,0.0,0.352,1.661,1.348
16,continuous,robot9-sidecar,115,2.35,66.08,0.0,0.352,1.668,1.35
16,continuous,robot9-sidecar,116,4.81,66.49,0.0,0.355,1.675,1.353
16,continuous,robot9-sidecar,117,2.53,66.19,0.0,0.355,1.681,1.355
16,continuous,robot9-sidecar,118,2.51,66.31,0.0,0.359,1.689,1.357
16,continuous,robot9-sidecar,119,2.48,66.07,0.0,0.367,1.695,1.359
16,continuous,robot9-sidecar,120,2.1,66.06,0.0,0.367,1.695,1.359
16,continuous,robot9-sidecar,121,2.13,66.07,0.0,0.367,1.697,1.359
16,continuous,robot9-sidecar,123,2.22,66.07,0.0,0.367,1.697,1.359
16,continuous,secaas,0,3.09,63.09,0.0,1.961,0.167,0.212
16,continuous,secaas,1,51.77,63.18,0.0,2.039,0.22,0.274
16,continuous,secaas,2,55.06,63.2,0.0,2.195,0.288,0.351
16,continuous,secaas,3,14.59,63.34,0.0,2.219,0.298,0.364
16,continuous,secaas,4,6.73,63.22,0.0,2.227,0.3,0.367
16,continuous,secaas,5,5.45,63.22,0.0,2.227,0.302,0.37
16,continuous,secaas,6,5.62,63.35,0.0,2.234,0.303,0.373
16,continuous,secaas,7,4.83,63.23,0.0,2.234,0.305,0.375
16,continuous,secaas,8,5.02,63.35,0.0,2.242,0.307,0.378
16,continuous,secaas,9,5.0,63.22,0.0,2.242,0.309,0.381
16,continuous,secaas,10,5.4,63.23,0.0,2.25,0.311,0.384
16,continuous,secaas,11,5.27,63.23,0.0,2.25,0.312,0.386
16,continuous,secaas,12,6.3,63.23,0.0,2.258,0.314,0.389
16,continuous,secaas,13,4.58,63.23,0.0,2.258,0.316,0.392
16,continuous,secaas,14,5.26,63.23,0.0,2.266,0.318,0.395
16,continuous,secaas,15,5.97,63.23,0.0,2.266,0.319,0.397
16,continuous,secaas,16,5.29,63.23,0.0,2.273,0.321,0.4
16,continuous,secaas,17,6.29,63.23,0.0,2.273,0.323,0.403
16,continuous,secaas,18,4.83,63.35,0.0,2.281,0.325,0.406
16,continuous,secaas,19,5.29,63.23,0.0,2.281,0.326,0.408
16,continuous,secaas,21,36.07,63.25,0.0,2.398,0.358,0.447
16,continuous,secaas,22,6.57,63.25,0.0,2.398,0.36,0.449
16,continuous,secaas,23,46.81,63.29,0.0,2.688,0.421,0.52
16,continuous,secaas,24,28.24,63.28,0.0,2.859,0.458,0.562
16,continuous,secaas,25,5.91,63.28,0.0,2.867,0.46,0.566
16,continuous,secaas,26,5.78,63.28,0.0,2.875,0.461,0.568
16,continuous,secaas,27,5.27,63.28,0.0,2.875,0.463,0.571
16,continuous,secaas,28,5.33,63.29,0.0,2.875,0.465,0.573
16,continuous,secaas,29,5.44,63.29,0.0,2.883,0.467,0.577
16,continuous,secaas,30,5.12,63.28,0.0,2.883,0.468,0.579
16,continuous,secaas,31,6.64,63.41,0.0,2.891,0.47,0.582
16,continuous,secaas,32,6.33,63.28,0.0,2.898,0.472,0.585
16,continuous,secaas,33,5.28,63.28,0.0,2.898,0.474,0.588
16,continuous,secaas,34,6.41,63.28,0.0,2.906,0.476,0.591
16,continuous,secaas,35,5.1,63.41,0.0,2.906,0.477,0.593
16,continuous,secaas,36,5.49,63.28,0.0,2.914,0.479,0.596
16,continuous,secaas,37,5.31,63.28,0.0,2.914,0.481,0.599
16,continuous,secaas,38,5.86,63.28,0.0,2.922,0.483,0.602
16,continuous,secaas,39,4.78,63.41,0.0,2.922,0.485,0.604
16,continuous,secaas,40,4.9,63.29,0.0,2.93,0.487,0.607
16,continuous,secaas,41,6.21,63.28,0.0,2.93,0.488,0.61
16,continuous,secaas,42,13.74,63.44,0.0,2.984,0.499,0.621
16,continuous,secaas,43,72.02,63.41,0.0,3.703,0.602,0.741
16,continuous,secaas,44,19.8,63.32,0.0,3.836,0.619,0.762
16,continuous,secaas,45,6.67,63.32,0.0,3.836,0.621,0.764
16,continuous,secaas,46,6.56,63.44,0.0,3.844,0.623,0.767
16,continuous,secaas,47,5.5,63.32,0.0,3.844,0.625,0.77
16,continuous,secaas,48,6.02,63.32,0.0,3.852,0.627,0.773
16,continuous,secaas,49,5.07,63.32,0.0,3.852,0.628,0.775
16,continuous,secaas,50,5.18,63.32,0.0,3.859,0.63,0.778
16,continuous,secaas,51,5.05,63.32,0.0,3.859,0.632,0.781
16,continuous,secaas,52,5.25,63.32,0.0,3.867,0.634,0.784
16,continuous,secaas,53,4.74,63.44,0.0,3.867,0.635,0.786
16,continuous,secaas,54,4.95,63.32,0.0,3.875,0.637,0.789
16,continuous,secaas,55,4.83,63.33,0.0,3.875,0.639,0.792
16,continuous,secaas,56,5.11,63.32,0.0,3.883,0.641,0.795
16,continuous,secaas,57,4.99,63.44,0.0,3.883,0.642,0.797
16,continuous,secaas,58,5.43,63.32,0.0,3.891,0.644,0.8
16,continuous,secaas,59,5.06,63.32,0.0,3.891,0.646,0.803
16,continuous,secaas,60,5.33,63.32,0.0,3.898,0.648,0.806
16,continuous,secaas,61,6.63,63.32,0.0,3.898,0.65,0.809
16,continuous,secaas,62,44.22,63.35,0.0,4.562,0.719,0.889
16,continuous,secaas,64,45.31,63.4,0.0,5.133,0.779,0.958
16,continuous,secaas,65,6.55,63.52,0.0,5.141,0.781,0.961
16,continuous,secaas,66,6.57,63.41,0.0,5.141,0.783,0.963
16,continuous,secaas,67,6.33,63.39,0.0,5.148,0.785,0.966
16,continuous,secaas,68,6.13,63.53,0.0,5.148,0.786,0.969
16,continuous,secaas,69,6.25,63.39,0.0,5.156,0.788,0.972
16,continuous,secaas,70,4.5,63.39,0.0,5.156,0.79,0.974
16,continuous,secaas,71,5.36,63.55,0.0,5.164,0.792,0.978
16,continuous,secaas,72,4.97,63.39,0.0,5.164,0.794,0.98
16,continuous,secaas,73,5.1,63.52,0.0,5.172,0.795,0.983
16,continuous,secaas,74,4.93,63.39,0.0,5.172,0.797,0.985
16,continuous,secaas,75,4.62,63.52,0.0,5.18,0.799,0.989
16,continuous,secaas,76,5.46,63.39,0.0,5.188,0.801,0.992
16,continuous,secaas,77,5.48,63.4,0.0,5.188,0.803,0.994
16,continuous,secaas,78,5.92,63.39,0.0,5.195,0.805,0.997
16,continuous,secaas,79,5.08,63.39,0.0,5.195,0.806,1.0
16,continuous,secaas,80,5.14,63.39,0.0,5.203,0.808,1.003
16,continuous,secaas,81,5.63,63.52,0.0,5.203,0.81,1.005
16,continuous,secaas,82,15.05,63.41,0.0,5.383,0.823,1.022
16,continuous,secaas,83,40.62,63.45,0.0,5.938,0.874,1.082
16,continuous,secaas,84,12.86,63.49,0.0,6.039,0.884,1.094
16,continuous,secaas,85,41.89,63.52,0.0,6.758,0.94,1.159
16,continuous,secaas,86,6.03,63.47,0.0,6.766,0.942,1.162
16,continuous,secaas,87,5.61,63.5,0.0,6.766,0.944,1.165
16,continuous,secaas,88,5.65,63.47,0.0,6.773,0.946,1.168
16,continuous,secaas,89,6.19,63.48,0.0,6.773,0.948,1.17
16,continuous,secaas,90,5.86,63.47,0.0,6.781,0.95,1.173
16,continuous,secaas,91,5.88,63.47,0.0,6.781,0.951,1.176
16,continuous,secaas,92,4.95,63.47,0.0,6.789,0.953,1.179
16,continuous,secaas,93,4.94,63.47,0.0,6.789,0.955,1.181
16,continuous,secaas,94,5.15,63.47,0.0,6.797,0.957,1.184
16,continuous,secaas,95,5.98,63.47,0.0,6.797,0.958,1.187
16,continuous,secaas,96,5.71,63.48,0.0,6.805,0.96,1.19
16,continuous,secaas,97,6.6,63.47,0.0,6.805,0.962,1.192
16,continuous,secaas,98,5.96,63.47,0.0,6.812,0.964,1.195
16,continuous,secaas,99,5.2,63.48,0.0,6.812,0.966,1.198
16,continuous,secaas,100,6.31,63.48,0.0,6.82,0.967,1.201
16,continuous,secaas,101,6.14,63.48,0.0,6.82,0.969,1.204
16,continuous,secaas,102,5.17,63.6,0.0,6.828,0.971,1.207
16,continuous,secaas,103,5.3,63.48,0.0,6.828,0.973,1.209
16,continuous,secaas,104,34.73,63.54,0.0,7.5,1.02,1.264
16,continuous,secaas,105,62.48,63.57,0.0,8.711,1.102,1.358
16,continuous,secaas,106,6.57,63.54,0.0,8.719,1.104,1.361
16,continuous,secaas,107,5.91,63.54,0.0,8.719,1.106,1.364
16,continuous,secaas,108,5.38,63.66,0.0,8.727,1.108,1.367
16,continuous,secaas,110,5.04,63.66,0.0,8.727,1.109,1.369
16,continuous,secaas,111,6.11,63.69,0.0,8.734,1.111,1.373
16,continuous,secaas,112,5.24,63.59,0.0,8.734,1.113,1.375
16,continuous,secaas,113,4.99,63.54,0.0,8.742,1.115,1.378
16,continuous,secaas,114,5.76,63.54,0.0,8.742,1.116,1.38
16,continuous,secaas,115,6.37,63.54,0.0,8.75,1.118,1.384
16,continuous,secaas,116,5.5,63.54,0.0,8.75,1.12,1.386
16,continuous,secaas,117,6.21,63.66,0.0,8.758,1.122,1.389
16,continuous,secaas,118,4.35,63.54,0.0,8.758,1.123,1.391
16,continuous,secaas,120,1.71,63.59,0.0,8.891,1.127,1.397
16,continuous,secaas,121,4.46,63.59,0.0,8.891,1.127,1.397
16,continuous,secaas,122,4.17,63.59,0.0,8.891,1.127,1.397
16,startup,robot1-sidecar,0,15.24,48.16,0.0,0.008,0.058,0.03
16,startup,robot1-sidecar,1,9.03,48.28,0.0,0.016,0.078,0.049
16,startup,robot1-sidecar,2,9.1,48.34,0.0,0.039,0.099,0.069
16,startup,robot1-sidecar,3,5.03,48.36,0.0,0.039,0.107,0.071
16,startup,robot1-sidecar,4,4.43,48.36,0.0,0.047,0.117,0.074
16,startup,robot1-sidecar,5,4.82,48.37,0.0,0.047,0.126,0.076
16,startup,robot1-sidecar,6,4.77,48.38,0.0,0.047,0.13,0.078
16,startup,robot1-sidecar,7,3.63,48.38,0.0,0.047,0.133,0.078
16,startup,robot1-sidecar,8,3.88,48.38,0.0,0.047,0.133,0.078
16,startup,robot1-sidecar,9,3.27,48.38,0.0,0.047,0.133,0.078
16,startup,robot1-sidecar,10,5.02,48.38,0.0,0.047,0.135,0.078
16,startup,robot10-sidecar,0,5.29,40.84,0.0,0.004,0.064,0.036
16,startup,robot10-sidecar,1,5.21,41.28,0.0,0.008,0.083,0.054
16,startup,robot10-sidecar,2,4.86,44.16,0.0,0.008,0.105,0.074
16,startup,robot10-sidecar,3,6.17,47.16,0.0,0.012,0.128,0.099
16,startup,robot10-sidecar,4,5.0,50.28,0.0,0.023,0.151,0.124
16,startup,robot10-sidecar,5,2.35,50.81,0.0,0.023,0.16,0.126
16,startup,robot10-sidecar,6,2.41,50.54,0.0,0.023,0.163,0.127
16,startup,robot10-sidecar,7,2.21,50.58,0.0,0.023,0.163,0.127
16,startup,robot10-sidecar,8,2.22,50.61,0.0,0.023,0.165,0.127
16,startup,robot10-sidecar,9,3.42,50.54,0.0,0.023,0.166,0.127
16,startup,robot10-sidecar,10,2.19,50.56,0.0,0.023,0.166,0.127
16,startup,robot10-sidecar,11,2.51,50.54,0.0,0.023,0.168,0.127
16,startup,robot11-sidecar,0,4.93,40.27,0.0,0.004,0.063,0.033
16,startup,robot11-sidecar,1,4.27,41.25,0.0,0.008,0.082,0.053
16,startup,robot11-sidecar,2,5.05,44.06,0.0,0.016,0.105,0.075
16,startup,robot11-sidecar,3,2.76,44.45,0.0,0.02,0.114,0.078
16,startup,robot11-sidecar,4,2.51,44.73,0.0,0.02,0.121,0.08
16,startup,robot11-sidecar,5,2.96,45.2,0.0,0.023,0.132,0.083
16,startup,robot11-sidecar,6,3.09,45.25,0.0,0.023,0.137,0.085
16,startup,robot11-sidecar,7,2.15,45.26,0.0,0.023,0.137,0.085
16,startup,robot11-sidecar,8,2.18,45.25,0.0,0.023,0.139,0.085
16,startup,robot11-sidecar,9,2.18,45.23,0.0,0.023,0.14,0.085
16,startup,robot11-sidecar,10,2.21,45.32,0.0,0.023,0.14,0.085
16,startup,robot11-sidecar,11,2.9,45.23,0.0,0.023,0.142,0.085
16,startup,robot12-sidecar,0,6.13,55.3,0.0,0.004,0.064,0.034
16,startup,robot12-sidecar,1,4.0,55.24,0.0,0.008,0.082,0.054
16,startup,robot12-sidecar,2,4.59,55.31,0.0,0.016,0.106,0.077
16,startup,robot12-sidecar,3,2.58,55.36,0.0,0.02,0.115,0.079
16,startup,robot12-sidecar,4,2.68,55.32,0.0,0.02,0.122,0.082
16,startup,robot12-sidecar,5,2.46,55.37,0.0,0.023,0.133,0.085
16,startup,robot12-sidecar,6,3.18,55.39,0.0,0.023,0.138,0.086
16,startup,robot12-sidecar,7,3.09,55.4,0.0,0.023,0.138,0.086
16,startup,robot12-sidecar,8,2.1,55.34,0.0,0.023,0.14,0.086
16,startup,robot12-sidecar,9,2.0,55.42,0.0,0.023,0.141,0.086
16,startup,robot12-sidecar,10,3.13,55.39,0.0,0.023,0.141,0.086
16,startup,robot12-sidecar,11,2.14,55.32,0.0,0.023,0.143,0.086
16,startup,robot13-sidecar,0,6.11,48.54,0.0,0.004,0.064,0.035
16,startup,robot13-sidecar,1,4.01,48.79,0.0,0.008,0.081,0.053
16,startup,robot13-sidecar,2,4.45,48.87,0.0,0.008,0.103,0.072
16,startup,robot13-sidecar,3,4.59,48.91,0.0,0.012,0.126,0.097
16,startup,robot13-sidecar,4,4.8,50.43,0.0,0.02,0.147,0.12
16,startup,robot13-sidecar,5,3.52,50.68,0.0,0.023,0.157,0.123
16,startup,robot13-sidecar,6,2.53,50.76,0.0,0.023,0.162,0.124
16,startup,robot13-sidecar,7,2.22,50.79,0.0,0.023,0.162,0.124
16,startup,robot13-sidecar,8,3.57,50.77,0.0,0.023,0.164,0.124
16,startup,robot13-sidecar,9,2.09,50.74,0.0,0.023,0.165,0.124
16,startup,robot13-sidecar,10,2.09,50.77,0.0,0.023,0.165,0.124
16,startup,robot13-sidecar,11,2.83,50.74,0.0,0.023,0.167,0.124
16,startup,robot14-sidecar,0,5.99,48.72,0.0,0.004,0.063,0.033
16,startup,robot14-sidecar,1,3.9,48.65,0.0,0.008,0.08,0.05
16,startup,robot14-sidecar,2,4.36,48.88,0.0,0.008,0.103,0.072
16,startup,robot14-sidecar,3,4.66,48.99,0.0,0.012,0.126,0.097
16,startup,robot14-sidecar,4,4.77,50.39,0.0,0.023,0.149,0.121
16,startup,robot14-sidecar,5,2.65,50.77,0.0,0.023,0.158,0.123
16,startup,robot14-sidecar,6,2.35,51.11,0.0,0.023,0.163,0.124
16,startup,robot14-sidecar,7,3.63,50.7,0.0,0.023,0.163,0.124
16,startup,robot14-sidecar,8,2.25,50.7,0.0,0.023,0.164,0.124
16,startup,robot14-sidecar,9,2.21,50.69,0.0,0.023,0.165,0.124
16,startup,robot14-sidecar,10,2.97,50.75,0.0,0.023,0.165,0.124
16,startup,robot14-sidecar,11,3.01,50.7,0.0,0.023,0.167,0.124
16,startup,robot15-sidecar,0,6.07,48.59,0.0,0.004,0.062,0.032
16,startup,robot15-sidecar,1,4.13,48.95,0.0,0.008,0.08,0.052
16,startup,robot15-sidecar,2,5.14,48.97,0.0,0.016,0.103,0.074
16,startup,robot15-sidecar,3,2.52,48.9,0.0,0.02,0.113,0.076
16,startup,robot15-sidecar,4,2.59,48.75,0.0,0.02,0.12,0.079
16,startup,robot15-sidecar,5,2.53,48.87,0.0,0.023,0.131,0.081
16,startup,robot15-sidecar,6,2.37,49.14,0.0,0.023,0.136,0.083
16,startup,robot15-sidecar,7,2.12,48.75,0.0,0.023,0.136,0.083
16,startup,robot15-sidecar,8,2.38,48.75,0.0,0.023,0.137,0.083
16,startup,robot15-sidecar,9,1.94,48.75,0.0,0.023,0.138,0.083
16,startup,robot15-sidecar,10,2.28,48.75,0.0,0.023,0.138,0.083
