participant,role,step,duration_s,run,attestation_id
SECaaS,Oracle,total_oracle,0.289,1,attestation7677072142175
SECaaS,Oracle,total_oracle,0.385,1,attestation7677072146823
SECaaS,Oracle,total_oracle,0.115,1,attestation7677072331667
SECaaS,Oracle,total_oracle,0.202,1,attestation7677072334467
SECaaS,Oracle,total_oracle,0.3,1,attestation7677072331713
SECaaS,Oracle,total_oracle,0.378,1,attestation7677072325693
SECaaS,Oracle,total_oracle,0.062,1,attestation7677072516615
SECaaS,Oracle,total_oracle,0.214,1,attestation7677072512869
SECaaS,Oracle,total_oracle,0.07,1,attestation7677072524486
SECaaS,Oracle,total_oracle,0.158,1,attestation7677072529352
SECaaS,Oracle,total_oracle,0.054,1,attestation7677072698555
SECaaS,Oracle,total_oracle,0.077,1,attestation7677072712025
SECaaS,Oracle,total_oracle,0.17400000000000002,1,attestation7677072712761
SECaaS,Oracle,total_oracle,0.28800000000000003,1,attestation7677072707418
SECaaS,Oracle,total_oracle,0.10200000000000001,2,attestation7677073415687
SECaaS,Oracle,total_oracle,2.088,2,attestation7677073414777
SECaaS,Oracle,total_oracle,3.998,2,attestation7677073411293
SECaaS,Oracle,total_oracle,5.994,2,attestation7677073412905
SECaaS,Oracle,total_oracle,0.076,2,attestation7677073594344
SECaaS,Oracle,total_oracle,0.21,2,attestation7677073592522
SECaaS,Oracle,total_oracle,0.063,2,attestation7677073593742
SECaaS,Oracle,total_oracle,0.167,2,attestation7677073602893
SECaaS,Oracle,total_oracle,0.058,2,attestation7677073773780
SECaaS,Oracle,total_oracle,0.089,2,attestation7677073786042
SECaaS,Oracle,total_oracle,0.163,2,attestation7677073787832
SECaaS,Oracle,total_oracle,0.3,2,attestation7677073789846
SECaaS,Oracle,total_oracle,0.093,2,attestation7677073965953
SECaaS,Oracle,total_oracle,0.181,2,attestation7677073964652
SECaaS,Oracle,total_oracle,0.267,2,attestation7677073964344
SECaaS,Oracle,total_oracle,0.342,2,attestation7677073966362
SECaaS,Oracle,total_oracle,0.08,2,attestation7677074154435
SECaaS,Oracle,total_oracle,0.188,2,attestation7677074144119
SECaaS,Oracle,total_oracle,0.304,2,attestation7677074144072
SECaaS,Oracle,total_oracle,0.4,2,attestation7677074154573
SECaaS,Oracle,total_oracle,0.083,2,attestation7677074339768
SECaaS,Oracle,total_oracle,0.17500000000000002,2,attestation7677074337188
SECaaS,Oracle,total_oracle,0.267,2,attestation7677074332609
SECaaS,Oracle,total_oracle,0.362,2,attestation7677074337728
SECaaS,Oracle,total_oracle,0.096,2,attestation7677074523471
SECaaS,Oracle,total_oracle,0.16,2,attestation7677074513490
SECaaS,Oracle,total_oracle,0.222,2,attestation7677074517802
SECaaS,Oracle,total_oracle,0.311,2,attestation7677074519156
SECaaS,Oracle,total_oracle,0.12,2,attestation7677074701393
SECaaS,Oracle,total_oracle,0.218,2,attestation7677074704933
SECaaS,Oracle,total_oracle,0.305,2,attestation7677074705097
SECaaS,Oracle,total_oracle,0.376,2,attestation7677074701729
SECaaS,Oracle,total_oracle,0.076,2,attestation7677074893984
SECaaS,Oracle,total_oracle,0.21,2,attestation7677074897986
SECaaS,Oracle,total_oracle,0.302,2,attestation7677074899598
SECaaS,Oracle,total_oracle,0.387,2,attestation7677074888216
SECaaS,Oracle,total_oracle,0.07,3,attestation7677075614544
SECaaS,Oracle,total_oracle,2.1630000000000003,3,attestation7677075614714
SECaaS,Oracle,total_oracle,4.131,3,attestation7677075611234
SECaaS,Oracle,total_oracle,6.091,3,attestation7677075613403
SECaaS,Oracle,total_oracle,0.06,3,attestation7677075791470
SECaaS,Oracle,total_oracle,0.161,3,attestation7677075796836
SECaaS,Oracle,total_oracle,0.057,3,attestation7677075796653
SECaaS,Oracle,total_oracle,0.14400000000000002,3,attestation7677075798273
SECaaS,Oracle,total_oracle,0.063,3,attestation7677075981319
SECaaS,Oracle,total_oracle,0.158,3,attestation7677075984541
SECaaS,Oracle,total_oracle,0.225,3,attestation7677075988661
SECaaS,Oracle,total_oracle,0.297,3,attestation7677075985723
SECaaS,Oracle,total_oracle,0.089,3,attestation7677076164967
SECaaS,Oracle,total_oracle,0.17,3,attestation7677076162506
SECaaS,Oracle,total_oracle,0.233,3,attestation7677076163821
SECaaS,Oracle,total_oracle,0.314,3,attestation7677076165257
SECaaS,Oracle,total_oracle,0.105,3,attestation7677076351912
SECaaS,Oracle,total_oracle,0.17200000000000001,3,attestation7677076354836
SECaaS,Oracle,total_oracle,0.232,3,attestation7677076352633
SECaaS,Oracle,total_oracle,0.308,3,attestation7677076356690
SECaaS,Oracle,total_oracle,0.042,3,attestation7677076533846
SECaaS,Oracle,total_oracle,0.08700000000000001,3,attestation7677076534676
SECaaS,Oracle,total_oracle,0.171,3,attestation7677076535447
SECaaS,Oracle,total_oracle,0.265,3,attestation7677076536090
SECaaS,Oracle,total_oracle,0.08600000000000001,3,attestation7677076723726
SECaaS,Oracle,total_oracle,0.17300000000000001,3,attestation7677076721297
SECaaS,Oracle,total_oracle,0.24,3,attestation7677076723217
SECaaS,Oracle,total_oracle,0.325,3,attestation7677076721468
SECaaS,Oracle,total_oracle,0.075,3,attestation7677076914404
SECaaS,Oracle,total_oracle,0.153,3,attestation7677076904222
SECaaS,Oracle,total_oracle,0.223,3,attestation7677076901847
SECaaS,Oracle,total_oracle,0.308,3,attestation7677076907297
SECaaS,Oracle,total_oracle,0.107,3,attestation7677077093591
SECaaS,Oracle,total_oracle,0.20600000000000002,3,attestation7677077099780
SECaaS,Oracle,total_oracle,0.293,3,attestation7677077096758
SECaaS,Oracle,total_oracle,0.366,3,attestation7677077096491
SECaaS,Oracle,total_oracle,0.077,4,attestation7677077813088
SECaaS,Oracle,total_oracle,1.949,4,attestation7677077813067
SECaaS,Oracle,total_oracle,4.025,4,attestation7677077815295
SECaaS,Oracle,total_oracle,5.9030000000000005,4,attestation7677077817925
SECaaS,Oracle,total_oracle,0.084,4,attestation7677078009521
SECaaS,Oracle,total_oracle,0.178,4,attestation7677078001357
SECaaS,Oracle,total_oracle,0.23800000000000002,4,attestation7677078004608
SECaaS,Oracle,total_oracle,0.312,4,attestation7677077995216
SECaaS,Oracle,total_oracle,0.08700000000000001,4,attestation7677078188656
SECaaS,Oracle,total_oracle,0.178,4,attestation7677078189538
SECaaS,Oracle,total_oracle,0.23600000000000002,4,attestation7677078188843
SECaaS,Oracle,total_oracle,0.299,4,attestation7677078189276
SECaaS,Oracle,total_oracle,0.073,4,attestation7677078375224
SECaaS,Oracle,total_oracle,0.192,4,attestation7677078367544
SECaaS,Oracle,total_oracle,0.264,4,attestation7677078366827
SECaaS,Oracle,total_oracle,0.329,4,attestation7677078364108
SECaaS,Oracle,total_oracle,0.082,4,attestation7677078553046
SECaaS,Oracle,total_oracle,0.161,4,attestation7677078551687
SECaaS,Oracle,total_oracle,0.227,4,attestation7677078558771
SECaaS,Oracle,total_oracle,0.299,4,attestation7677078559858
SECaaS,Oracle,total_oracle,0.07200000000000001,4,attestation7677078734006
SECaaS,Oracle,total_oracle,0.17300000000000001,4,attestation7677078737629
SECaaS,Oracle,total_oracle,0.246,4,attestation7677078739863
SECaaS,Oracle,total_oracle,0.054,4,attestation7677078739095
SECaaS,Oracle,total_oracle,0.08700000000000001,4,attestation7677078922382
SECaaS,Oracle,total_oracle,0.17300000000000001,4,attestation7677078924879
SECaaS,Oracle,total_oracle,0.262,4,attestation7677078929753
SECaaS,Oracle,total_oracle,0.338,4,attestation7677078922016
SECaaS,Oracle,total_oracle,0.091,4,attestation7677079119450
SECaaS,Oracle,total_oracle,0.196,4,attestation7677079108211
SECaaS,Oracle,total_oracle,0.265,4,attestation7677079109460
SECaaS,Oracle,total_oracle,0.342,4,attestation7677079102554
SECaaS,Oracle,total_oracle,0.094,4,attestation7677079299206
SECaaS,Oracle,total_oracle,0.169,4,attestation7677079299907
SECaaS,Oracle,total_oracle,0.23600000000000002,4,attestation7677079289192
SECaaS,Oracle,total_oracle,0.302,4,attestation7677079285859
SECaaS,Oracle,total_oracle,0.08700000000000001,5,attestation7677080019493
SECaaS,Oracle,total_oracle,1.968,5,attestation7677080014906
SECaaS,Oracle,total_oracle,3.93,5,attestation7677080017078
SECaaS,Oracle,total_oracle,5.925,5,attestation7677080018334
SECaaS,Oracle,total_oracle,0.064,5,attestation7677080199292
SECaaS,Oracle,total_oracle,0.16,5,attestation7677080193151
SECaaS,Oracle,total_oracle,0.241,5,attestation7677080198371
SECaaS,Oracle,total_oracle,0.065,5,attestation7677080194691
SECaaS,Oracle,total_oracle,0.054,5,attestation7677080376198
SECaaS,Oracle,total_oracle,0.076,5,attestation7677080388621
SECaaS,Oracle,total_oracle,0.162,5,attestation7677080373717
SECaaS,Oracle,total_oracle,0.266,5,attestation7677080371950
SECaaS,Oracle,total_oracle,0.039,5,attestation7677080559891
SECaaS,Oracle,total_oracle,0.065,5,attestation7677080566544
SECaaS,Oracle,total_oracle,0.14100000000000001,5,attestation7677080562555
SECaaS,Oracle,total_oracle,0.20600000000000002,5,attestation7677080568222
SECaaS,Oracle,total_oracle,0.08,5,attestation7677080749190
SECaaS,Oracle,total_oracle,0.152,5,attestation7677080754288
SECaaS,Oracle,total_oracle,0.20800000000000002,5,attestation7677080747223
SECaaS,Oracle,total_oracle,0.28,5,attestation7677080735929
SECaaS,Oracle,total_oracle,0.078,5,attestation7677080938466
SECaaS,Oracle,total_oracle,0.182,5,attestation7677080932420
SECaaS,Oracle,total_oracle,0.262,5,attestation7677080922825
SECaaS,Oracle,total_oracle,0.34700000000000003,5,attestation7677080921470
SECaaS,Oracle,total_oracle,0.1,5,attestation7677081111168
SECaaS,Oracle,total_oracle,0.19,5,attestation7677081119465
SECaaS,Oracle,total_oracle,0.258,5,attestation7677081118201
SECaaS,Oracle,total_oracle,0.044,5,attestation7677081115994
SECaaS,Oracle,total_oracle,0.048,5,attestation7677081295393
SECaaS,Oracle,total_oracle,0.07100000000000001,5,attestation7677081306360
SECaaS,Oracle,total_oracle,0.159,5,attestation7677081308100
SECaaS,Oracle,total_oracle,0.23700000000000002,5,attestation7677081297833
SECaaS,Oracle,total_oracle,0.049,5,attestation7677081476765
SECaaS,Oracle,total_oracle,0.065,5,attestation7677081491390
SECaaS,Oracle,total_oracle,0.153,5,attestation7677081488161
SECaaS,Oracle,total_oracle,0.253,5,attestation7677081483091
