n_robots,mode,participant,run,role,metric,run_mean_s,participant_group
10,continuous,Robot5,3,prover,e2e_blockchain,4.907282102454546,Robot
10,continuous,Robot5,3,prover,evidence_call,0.02051767372727273,Robot
10,continuous,Robot5,3,prover,total_lifecycle,5.1235742619090905,Robot
10,continuous,Robot5,3,verifier,reaction_time,0.005480626,Robot
10,continuous,Robot5,3,verifier,result_call,0.0137070908,Robot
10,continuous,Robot5,3,verifier,signatures_fetch,0.0021325534,Robot
10,continuous,Robot5,3,verifier,total_lifecycle,0.015921368333333335,Robot
10,continuous,Robot5,3,verifier,verify_compute,6.723333333333333e-07,Robot
10,continuous,Robot5,4,prover,e2e_blockchain,5.1992382373636366,Robot
10,continuous,Robot5,4,prover,evidence_call,0.015934731818181818,Robot
10,continuous,Robot5,4,prover,total_lifecycle,5.412551097181818,Robot
10,continuous,Robot5,4,verifier,reaction_time,0.003890088833333333,Robot
10,continuous,Robot5,4,verifier,result_call,0.012248369916666666,Robot
10,continuous,Robot5,4,verifier,signatures_fetch,0.0022776104166666667,Robot
10,continuous,Robot5,4,verifier,total_lifecycle,0.014614674,Robot
