t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4,yaw_robot1,yaw_robot2,yaw_robot3,yaw_robot4
2.20,0.0049,0.0065,0.4510,0.0000,0.0000,0.4510,2.4501,-1.5479,-1.5493,2.4512,1.9950,1.9953,-1.9953,-1.9950,0.0019,0.0019,-0.0018,-0.0020
2.30,0.0049,0.0070,0.4731,0.0000,0.0000,0.4731,2.4722,-1.5258,-1.5272,2.4733,1.9950,1.9953,-1.9953,-1.9950,0.0023,0.0022,-0.0022,-0.0023
2.40,0.0048,0.0075,0.4951,0.0000,0.0000,0.4951,2.4942,-1.5038,-1.5052,2.4953,1.9951,1.9954,-1.9954,-1.9951,0.0024,0.0024,-0.0023,-0.0025
2.50,0.0048,0.0080,0.5172,0.0000,0.0000,0.5171,2.5162,-1.4818,-1.4831,2.5173,1.9951,1.9954,-1.9954,-1.9951,0.0024,0.0024,-0.0023,-0.0025
2.60,0.0047,0.0085,0.5392,0.0000,0.0000,0.5391,2.5382,-1.4598,-1.4611,2.5393,1.9952,1.9955,-1.9955,-1.9952,0.0023,0.0022,-0.0022,-0.0024
2.70,0.0047,0.0089,0.5612,0.0000,0.0000,0.5611,2.5602,-1.4378,-1.4391,2.5613,1.9952,1.9955,-1.9955,-1.9952,0.0021,0.0020,-0.0020,-0.0022
2.80,0.0046,0.0094,0.5831,0.0000,0.0000,0.5831,2.5822,-1.4158,-1.4171,2.5833,1.9953,1.9956,-1.9956,-1.9953,0.0019,0.0018,-0.0018,-0.0019
2.90,0.0046,0.0099,0.6051,0.0000,0.0000,0.6050,2.6041,-1.3938,-1.3952,2.6053,1.9953,1.9956,-1.9956,-1.9953,0.0016,0.0015,-0.0015,-0.0016
3.00,0.0046,0.0103,0.6271,0.0000,0.0000,0.6270,2.6261,-1.3719,-1.3732,2.6272,1.9953,1.9957,-1.9956,-1.9953,0.0013,0.0012,-0.0012,-0.0013
3.10,0.0045,0.0108,0.6491,0.0000,0.0000,0.6491,2.6482,-1.3498,-1.3511,2.6493,1.9954,1.9957,-1.9957,-1.9954,0.0010,0.0009,-0.0010,-0.0010
3.20,0.0045,0.0112,0.6711,0.0000,0.0000,0.6711,2.6702,-1.3278,-1.3291,2.6713,1.9954,1.9957,-1.9957,-1.9954,0.0007,0.0007,-0.0007,-0.0007
3.30,0.0045,0.0117,0.6931,0.0000,0.0000,0.6930,2.6921,-1.3059,-1.3072,2.6932,1.9954,1.9957,-1.9957,-1.9954,0.0005,0.0005,-0.0005,-0.0005
3.40,0.0045,0.0121,0.7151,0.0000,0.0000,0.7151,2.7142,-1.2838,-1.2852,2.7153,1.9954,1.9957,-1.9957,-1.9954,0.0003,0.0003,-0.0003,-0.0003
3.50,0.0045,0.0126,0.7371,0.0000,0.0000,0.7370,2.7362,-1.2619,-1.2632,2.7372,1.9954,1.9957,-1.9957,-1.9954,0.0001,0.0001,-0.0001,-0.0001
3.60,0.0045,0.0130,0.7590,0.0000,0.0000,0.7589,2.7580,-1.2400,-1.2413,2.7591,1.9954,1.9957,-1.9957,-1.9954,-0.0001,-0.0001,0.0001,0.0001
3.70,0.0045,0.0135,0.7809,0.0000,0.0000,0.7809,2.7800,-1.2180,-1.2193,2.7811,1.9954,1.9957,-1.9957,-1.9954,-0.0002,-0.0002,0.0002,0.0002
3.80,0.0045,0.0139,0.8029,0.0000,0.0000,0.8029,2.8020,-1.1960,-1.1974,2.8031,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0002,0.0002,0.0003
3.90,0.0045,0.0144,0.8249,0.0000,0.0000,0.8249,2.8240,-1.1740,-1.1753,2.8251,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0003,0.0003,0.0003
4.00,0.0045,0.0148,0.8469,0.0000,0.0000,0.8469,2.8460,-1.1520,-1.1534,2.8471,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0003,0.0003,0.0003
4.10,0.0045,0.0153,0.8689,0.0000,0.0000,0.8689,2.8680,-1.1300,-1.1314,2.8691,1.9954,1.9957,-1.9957,-1.9954,-0.0004,-0.0003,0.0003,0.0004
4.20,0.0045,0.0157,0.8909,0.0000,0.0000,0.8908,2.8900,-1.1080,-1.1094,2.8911,1.9954,1.9957,-1.9957,-1.9954,-0.0004,-0.0003,0.0003,0.0004
4.30,0.0045,0.0162,0.9129,0.0000,0.0000,0.9129,2.9120,-1.0860,-1.0874,2.9131,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0003,0.0003,0.0003
4.40,0.0045,0.0166,0.9348,0.0000,0.0000,0.9347,2.9338,-1.0642,-1.0655,2.9349,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0003,0.0003,0.0003
4.50,0.0045,0.0171,0.9568,0.0000,0.0000,0.9568,2.9559,-1.0421,-1.0435,2.9570,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0003,0.0003,0.0003
4.60,0.0046,0.0176,0.9788,0.0000,0.0000,0.9787,2.9778,-1.0202,-1.0215,2.9789,1.9954,1.9957,-1.9957,-1.9954,-0.0003,-0.0002,0.0002,0.0003
4.70,0.0046,0.0180,1.0009,0.0000,0.0000,1.0008,2.9999,-0.9981,-0.9994,3.0010,1.9954,1.9957,-1.9956,-1.9953,-0.0002,-0.0002,0.0002,0.0002
4.80,0.0046,0.0185,1.0230,0.0000,0.0000,1.0229,3.0220,-0.9760,-0.9773,3.0231,1.9953,1.9957,-1.9956,-1.9953,-0.0002,-0.0002,0.0002,0.0002
4.90,0.0046,0.0189,1.0450,0.0000,0.0000,1.0449,3.0440,-0.9540,-0.9553,3.0451,1.9953,1.9956,-1.9956,-1.9953,-0.0002,-0.0002,0.0001,0.0002
5.00,0.0046,0.0194,1.0670,0.0000,0.0000,1.0669,3.0660,-0.9320,-0.9333,3.0671,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.10,0.0046,0.0198,1.0890,0.0000,0.0000,1.0889,3.0881,-0.9100,-0.9113,3.0891,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.20,0.0046,0.0203,1.1110,0.0000,0.0000,1.1109,3.1100,-0.8880,-0.8893,3.1111,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.30,0.0046,0.0207,1.1330,0.0000,0.0000,1.1329,3.1320,-0.8660,-0.8673,3.1331,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.40,0.0046,0.0212,1.1550,0.0000,0.0000,1.1549,3.1540,-0.8440,-0.8453,3.1551,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.50,0.0046,0.0217,1.1770,0.0000,0.0000,1.1769,3.1760,-0.8220,-0.8233,3.1771,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
5.60,0.0046,0.0221,1.1988,0.0000,0.0000,1.1988,3.1979,-0.8001,-0.8015,3.1990,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
5.70,0.0046,0.0226,1.2208,0.0000,0.0000,1.2208,3.2199,-0.7781,-0.7794,3.2210,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
5.80,0.0046,0.0230,1.2429,0.0000,0.0000,1.2428,3.2420,-0.7560,-0.7574,3.2431,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
5.90,0.0046,0.0235,1.2649,0.0000,0.0000,1.2649,3.2640,-0.7340,-0.7353,3.2651,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
6.00,0.0046,0.0240,1.2869,0.0000,0.0000,1.2869,3.2860,-0.7120,-0.7133,3.2871,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
6.10,0.0046,0.0244,1.3089,0.0000,0.0000,1.3089,3.3080,-0.6900,-0.6913,3.3091,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0000,0.0000,0.0001
6.20,0.0046,0.0249,1.3309,0.0000,0.0000,1.3309,3.3300,-0.6680,-0.6693,3.3311,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.30,0.0046,0.0253,1.3529,0.0000,0.0000,1.3529,3.3520,-0.6460,-0.6473,3.3531,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.40,0.0046,0.0258,1.3749,0.0000,0.0000,1.3749,3.3740,-0.6240,-0.6253,3.3751,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.50,0.0046,0.0262,1.3968,0.0000,0.0000,1.3967,3.3958,-0.6022,-0.6035,3.3969,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.60,0.0046,0.0267,1.4187,0.0000,0.0000,1.4187,3.4178,-0.5802,-0.5815,3.4189,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.70,0.0046,0.0272,1.4407,0.0000,0.0000,1.4407,3.4398,-0.5582,-0.5595,3.4409,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.80,0.0046,0.0276,1.4627,0.0000,0.0000,1.4626,3.4618,-0.5362,-0.5376,3.4629,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
6.90,0.0046,0.0281,1.4847,0.0000,0.0000,1.4847,3.4838,-0.5142,-0.5156,3.4849,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.00,0.0046,0.0285,1.5067,0.0000,0.0000,1.5067,3.5058,-0.4922,-0.4936,3.5069,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.10,0.0046,0.0290,1.5286,0.0000,0.0000,1.5285,3.5276,-0.4704,-0.4717,3.5287,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.20,0.0046,0.0295,1.5506,0.0000,0.0000,1.5505,3.5496,-0.4484,-0.4497,3.5507,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.30,0.0046,0.0299,1.5726,0.0000,0.0000,1.5725,3.5716,-0.4264,-0.4277,3.5727,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.40,0.0046,0.0304,1.5946,-0.0000,0.0000,1.5945,3.5936,-0.4044,-0.4057,3.5947,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.50,0.0046,0.0308,1.6165,-0.0000,0.0000,1.6165,3.6156,-0.3824,-0.3837,3.6167,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.60,0.0046,0.0313,1.6387,-0.0000,0.0000,1.6386,3.6377,-0.3603,-0.3616,3.6388,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.70,0.0046,0.0318,1.6607,-0.0000,0.0000,1.6607,3.6598,-0.3382,-0.3395,3.6609,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.80,0.0046,0.0322,1.6828,-0.0000,0.0000,1.6827,3.6818,-0.3162,-0.3175,3.6829,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
7.90,0.0046,0.0327,1.7048,-0.0000,0.0000,1.7047,3.7038,-0.2942,-0.2955,3.7049,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.00,0.0046,0.0331,1.7268,-0.0000,0.0000,1.7267,3.7258,-0.2722,-0.2735,3.7269,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.10,0.0046,0.0336,1.7488,-0.0000,0.0000,1.7487,3.7478,-0.2502,-0.2515,3.7489,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.20,0.0046,0.0341,1.7708,-0.0000,0.0000,1.7707,3.7698,-0.2282,-0.2295,3.7709,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.30,0.0046,0.0345,1.7928,-0.0000,0.0000,1.7927,3.7919,-0.2062,-0.2075,3.7930,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.40,0.0046,0.0350,1.8148,-0.0000,0.0000,1.8147,3.8138,-0.1842,-0.1855,3.8149,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.50,0.0046,0.0355,1.8368,-0.0000,0.0000,1.8367,3.8358,-0.1622,-0.1635,3.8369,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.60,0.0046,0.0359,1.8587,-0.0000,0.0000,1.8587,3.8578,-0.1402,-0.1415,3.8589,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.70,0.0046,0.0364,1.8807,-0.0000,0.0000,1.8807,3.8798,-0.1182,-0.1195,3.8809,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.80,0.0046,0.0368,1.9028,-0.0000,0.0000,1.9027,3.9018,-0.0962,-0.0975,3.9029,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
8.90,0.0046,0.0373,1.9247,-0.0000,0.0000,1.9247,3.9238,-0.0742,-0.0755,3.9249,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.00,0.0046,0.0378,1.9468,-0.0000,0.0000,1.9467,3.9458,-0.0522,-0.0535,3.9469,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.10,0.0046,0.0382,1.9687,-0.0000,0.0000,1.9686,3.9678,-0.0302,-0.0316,3.9689,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.20,0.0046,0.0387,1.9908,-0.0000,0.0000,1.9907,3.9898,-0.0082,-0.0095,3.9909,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.30,0.0046,0.0392,2.0127,-0.0000,0.0000,2.0127,4.0118,0.0138,0.0125,4.0129,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.40,0.0046,0.0396,2.0347,-0.0000,0.0000,2.0347,4.0338,0.0358,0.0345,4.0349,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.50,0.0046,0.0401,2.0563,-0.0000,0.0000,2.0563,4.0554,0.0574,0.0561,4.0565,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.60,0.0046,0.0406,2.0783,-0.0000,0.0000,2.0783,4.0774,0.0794,0.0780,4.0785,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.70,0.0046,0.0410,2.1004,-0.0000,0.0000,2.1003,4.0994,0.1014,0.1001,4.1005,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.80,0.0046,0.0415,2.1224,-0.0000,0.0000,2.1223,4.1214,0.1234,0.1221,4.1225,1.9953,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
9.90,0.0046,0.0419,2.1444,-0.0000,0.0000,2.1444,4.1435,0.1455,0.1441,4.1446,1.9952,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
10.00,0.0046,0.0424,2.1666,-0.0000,0.0000,2.1665,4.1656,0.1676,0.1663,4.1667,1.9952,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
10.10,0.0047,0.0429,2.1886,-0.0000,0.0000,2.1885,4.1877,0.1896,0.1883,4.1888,1.9952,1.9956,-1.9956,-1.9953,-0.0001,-0.0001,0.0001,0.0001
10.20,0.0047,0.0433,2.2106,-0.0000,0.0000,2.2106,4.2097,0.2117,0.2104,4.2108,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.30,0.0047,0.0438,2.2326,-0.0000,0.0000,2.2326,4.2317,0.2337,0.2324,4.2328,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.40,0.0047,0.0443,2.2546,-0.0000,0.0000,2.2545,4.2537,0.2556,0.2543,4.2547,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.50,0.0047,0.0447,2.2766,-0.0000,0.0000,2.2765,4.2757,0.2776,0.2763,4.2767,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.60,0.0047,0.0452,2.2986,-0.0000,0.0000,2.2985,4.2976,0.2996,0.2983,4.2987,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.70,0.0047,0.0457,2.3205,-0.0000,0.0000,2.3205,4.3196,0.3216,0.3202,4.3207,1.9952,1.9956,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.80,0.0047,0.0461,2.3425,-0.0000,0.0000,2.3424,4.3415,0.3435,0.3422,4.3426,1.9952,1.9955,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
10.90,0.0047,0.0466,2.3643,-0.0000,0.0000,2.3643,4.3634,0.3654,0.3641,4.3645,1.9952,1.9955,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.00,0.0047,0.0471,2.3863,-0.0000,0.0000,2.3863,4.3854,0.3874,0.3861,4.3865,1.9952,1.9955,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.10,0.0047,0.0475,2.4083,-0.0000,0.0000,2.4083,4.4074,0.4094,0.4080,4.4085,1.9952,1.9955,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.20,0.0047,0.0480,2.4303,-0.0000,0.0000,2.4303,4.4294,0.4314,0.4301,4.4305,1.9952,1.9955,-1.9956,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.30,0.0047,0.0485,2.4523,-0.0000,0.0000,2.4523,4.4514,0.4534,0.4521,4.4525,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.40,0.0047,0.0489,2.4744,-0.0000,0.0000,2.4743,4.4734,0.4754,0.4741,4.4745,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.50,0.0047,0.0494,2.4963,-0.0000,0.0000,2.4963,4.4954,0.4974,0.4960,4.4965,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.60,0.0047,0.0499,2.5183,-0.0000,0.0000,2.5182,4.5173,0.5193,0.5180,4.5184,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.70,0.0047,0.0503,2.5403,-0.0000,0.0000,2.5402,4.5394,0.5413,0.5400,4.5405,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.80,0.0047,0.0508,2.5623,-0.0000,0.0000,2.5622,4.5614,0.5633,0.5620,4.5625,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
11.90,0.0047,0.0513,2.5843,-0.0000,0.0000,2.5843,4.5834,0.5854,0.5840,4.5845,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.00,0.0047,0.0517,2.6063,-0.0000,0.0000,2.6062,4.6054,0.6073,0.6060,4.6065,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.10,0.0047,0.0522,2.6283,-0.0000,0.0000,2.6282,4.6273,0.6293,0.6280,4.6284,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.20,0.0047,0.0527,2.6502,-0.0000,0.0000,2.6501,4.6492,0.6512,0.6499,4.6503,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.30,0.0047,0.0531,2.6723,-0.0000,0.0000,2.6723,4.6714,0.6734,0.6721,4.6725,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.40,0.0047,0.0536,2.6944,-0.0000,0.0000,2.6943,4.6934,0.6954,0.6941,4.6945,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.50,0.0047,0.0541,2.7164,-0.0000,0.0000,2.7163,4.7154,0.7174,0.7161,4.7165,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.60,0.0047,0.0546,2.7384,-0.0000,0.0000,2.7383,4.7375,0.7394,0.7381,4.7385,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.70,0.0047,0.0550,2.7604,-0.0000,0.0000,2.7603,4.7595,0.7614,0.7601,4.7606,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.80,0.0047,0.0555,2.7824,-0.0000,0.0000,2.7823,4.7815,0.7834,0.7821,4.7826,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
12.90,0.0047,0.0560,2.8044,-0.0000,0.0000,2.8043,4.8034,0.8054,0.8041,4.8045,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.00,0.0047,0.0564,2.8264,-0.0000,0.0000,2.8263,4.8254,0.8274,0.8261,4.8265,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.10,0.0047,0.0569,2.8484,-0.0000,0.0000,2.8483,4.8474,0.8494,0.8481,4.8485,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.20,0.0047,0.0574,2.8703,-0.0000,0.0000,2.8703,4.8694,0.8714,0.8701,4.8705,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.30,0.0047,0.0578,2.8923,-0.0000,0.0000,2.8923,4.8914,0.8934,0.8921,4.8925,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.40,0.0047,0.0583,2.9144,-0.0000,0.0000,2.9143,4.9134,0.9154,0.9141,4.9145,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.50,0.0047,0.0588,2.9363,-0.0000,0.0000,2.9363,4.9354,0.9374,0.9361,4.9365,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
13.60,0.0047,0.0593,2.9583,-0.0000,0.0000,2.9583,4.9574,0.9594,0.9581,4.9585,1.9952,1.9955,-1.9955,-1.9952,-0.0001,-0.0001,0.0001,0.0001
